ship_roll	ship_pitch	ship_yaw	d1	theta2	theta3	d4	theta5	theta6	theta7	catcher	x	y	z	drone_roll	drone_pitch	drone_yaw
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.5	107.135211024346	92.8647889756541	50.5	-2.86478897565412	0	-107.135211024346	0	435	-1000	55	0	5	0
0	0	0	50.8900119409966	104.270422048692	95.7295779513082	50.8231431774461	-5.72957795130823	0	-104.270422048692	0	435	-995.02481404895	54.502481404895	0	5	0
0	0	0	51.0306908681729	101.405633073038	98.5943669269624	50.7981151845448	-8.59436692696235	0	-101.405633073038	0	435	-990.0496280979	54.00496280979	0	5	0
0	0	0	51.0620994441047	98.5408440973835	100.135031354994	50.7925788511183	-10.1350313549939	0	-98.5408440973835	0	435	-985.07444214685	53.507444214685	0	5	0
0	0	0	51.0639782182253	95.6760551217294	100.132945089833	50.7922482794801	-10.1329450898331	0	-95.6760551217294	0	435	-980.0992561958	53.00992561958	0	5	0
0	0	0	51.0643457517799	92.8112661460753	100.132536962848	50.7921836195663	-10.1325369628484	0	-92.8112661460753	0	435	-975.12407024475	52.512407024475	0	5	0
0	0	0	51.0643679071513	90	100.132512360422	50.7921797218701	-10.1325123604223	0	-90	0	435	-970.1488842937	52.01488842937	0	5	0
0	0	0	51.4895998219247	87.1352110243459	102.997301336076	50.2921797218701	-12.9973013360764	0	-87.1352110243459	0	435	-965.17369834265	51.5173698342651	0	5	0
0	0	0	51.2150800602913	84.2704220486918	105.86209031173	49.7921797218701	-15.8620903117305	0	-84.2704220486918	0	435	-960.1985123916	51.0198512391601	0	5	0
0	0	0	50.7150800602913	81.4056330730377	108.599900050829	49.2921797218701	-18.5999000508294	0	-81.4056330730377	0	435	-955.22332644055	50.5223326440551	0	5	0
0	0	0	50.2150800602913	78.5408440973835	109.455710368157	48.7921797218701	-19.4557103681572	0	-78.5408440973835	0	435	-950.2481404895	50.0248140489501	0	5	0
0	0	0	49.7150800602913	75.6760551217294	109.970622355498	48.2921797218701	-19.9706223554982	0	-75.6760551217294	0	435	-945.27295453845	49.5272954538451	0	5	0
0	0	0	49.2150800602913	72.8112661460753	110.407683401646	47.7921797218701	-20.4076834016462	0	-72.8112661460753	0	435	-940.2977685874	49.0297768587401	0	5	0
0	0	0	48.7150800602913	69.9464771704212	110.80746008607	47.2921797218701	-20.8074600860703	0	-69.9464771704212	0	435	-935.32258263635	48.5322582636351	0	5	0
0	0	0	48.3343994013331	67.0816881947671	111.179722681055	46.7921797218701	-21.1797226810549	0	-67.0816881947671	0	435	-930.3473966853	48.0347396685301	0	5	0
0	0	0	48.135005090653	64.2168992191129	111.410302961561	46.2921797218701	-21.4103029615612	0	-64.2168992191129	0	435	-925.37221073425	47.5372210734251	0	5	0
0	0	0	48.1091331875463	61.3521102434588	111.440168238182	46.2093213721653	-21.4401682381822	0	-61.3521102434588	0	435	-920.3970247832	47.0397024783201	0	5	0
0	0	0	48.1100367035993	58.4873212678047	111.439125468748	46.2089911181121	-21.4391254687479	0	-58.4873212678047	0	435	-915.42183883215	46.5421838832151	0	5	0
0	0	0	48.1101423672092	55.6225322921506	111.439003518881	46.2089524968478	-21.4390035188812	0	-55.6225322921506	0	435	-910.4466528811	46.0446652881101	0	5	0
0	0	0	48.1723710744028	52.7577433164965	111.367147918276	46.1862435716263	-21.3671479182758	0	-52.7577433164965	0	435	-905.47146693005	45.5471466930051	0	5	0
0	0	0	48.2065107441384	49.8929543408424	111.327696789194	46.1738159716818	-21.3276967891937	0	-49.8929543408424	0	435	-900.496280979	45.0496280979002	0	5	0
0	0	0	48.2232043734558	47.0281653651882	111.308398232919	46.1677470913931	-21.3083982329194	0	-47.0281653651882	0	435	-895.52109502795	44.5521095027952	0	5	0
0	0	0	48.2301249841552	44.1633763895341	111.300396220762	46.1652326761932	-21.300396220762	0	-44.1633763895341	0	435	-890.5459090769	44.0545909076902	0	5	0
0	0	0	48.2323392878204	41.29858741388	111.297835730169	46.1644283594931	-21.2978357301685	0	-41.29858741388	0	435	-885.57072312585	43.5570723125852	0	5	0
0	0	0	48.2327822133327	38.4337984382259	111.297323546435	46.1642674836884	-21.2973235464347	0	-38.4337984382259	0	435	-880.5955371748	43.0595537174802	0	5	0
0	0	0	48.2328105931295	35.5690094625718	111.297290728898	46.164257175935	-21.297290728898	0	-35.5690094625718	0	435	-875.620351223751	42.5620351223752	0	5	0
0	0	0	48.7328105931295	32.7042204869176	111.841374887312	46.664257175935	-21.8413748873116	0	-32.7042204869176	0	435	-870.645165272701	42.0645165272702	0	5	0
0	0	0	49.2328105931295	29.8394315112635	111.890653997454	47.164257175935	-21.8906539974536	0	-29.8394315112635	0	435	-865.669979321651	41.5669979321652	0	5	0
0	0	0	49.7328105931295	26.9746425356094	111.897921486027	47.664257175935	-21.8979214860267	0	-26.9746425356094	0	435	-860.694793370601	41.0694793370602	0	5	0
0	0	0	50.2328105931295	24.1098535599553	111.863805065643	48.164257175935	-21.8638050656429	0	-24.1098535599553	0	435	-855.719607419551	40.5719607419552	0	5	0
0	0	0	50.7328105931295	21.2450645843012	111.790474417574	48.664257175935	-21.7904744175736	0	-21.2450645843012	0	435	-850.744421468501	40.0744421468502	0	5	0
0	0	0	51.2328105931295	18.3802756086471	111.681440687496	49.164257175935	-21.6814406874959	0	-18.3802756086471	0	435	-845.769235517451	39.5769235517452	0	5	0
0	0	0	51.7328105931295	15.5154866329929	111.5409962284	49.664257175935	-21.5409962284002	0	-15.5154866329929	0	435	-840.794049566401	39.0794049566402	0	5	0
0	0	0	52.2328105931295	12.6506976573388	111.373776288235	50.164257175935	-21.3737762882347	0	-12.6506976573388	0	435	-835.818863615351	38.5818863615353	0	5	0
0	0	0	52.7328105931295	9.78590868168471	111.184417542385	50.664257175935	-21.184417542385	0	-9.78590868168471	0	435	-830.843677664301	38.0843677664303	0	5	0
