ship_roll	ship_pitch	ship_yaw	d1	theta2	theta3	d4	theta5	theta6	theta7	catcher	x	y	z	drone_roll	drone_pitch	drone_yaw
0	0	0	50	0	90	50	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	50.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	50.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	50.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	51	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	51.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	51.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	51.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	52	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	52.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	52.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	52.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	53	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	53.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	53.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	53.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	54	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	54.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	54.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	54.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	55	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	55.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	55.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	55.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	56	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	56.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	56.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	56.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	57	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	57.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	57.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	57.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	58	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	58.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	58.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	58.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	59	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	59.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	59.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	59.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	60	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	60.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	60.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	60.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74.25	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74.5	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74.75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	75	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74.7524752475248	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74.5049504950495	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74.2574257425743	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	74.009900990099	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73.7623762376238	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73.5148514851485	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73.2673267326733	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	73.019801980198	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72.7722772277228	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72.5247524752475	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72.2772277227723	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	72.029702970297	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71.7821782178218	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71.5346534653465	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71.2871287128713	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	71.039603960396	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70.7920792079208	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70.5445544554455	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70.2970297029703	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	70.049504950495	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69.8019801980198	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69.5544554455445	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69.3069306930693	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	69.0594059405941	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68.8118811881188	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68.5643564356436	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68.3168316831683	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	68.0693069306931	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67.8217821782178	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67.5742574257426	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67.3267326732673	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	67.0792079207921	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66.8316831683168	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66.5841584158416	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66.3366336633663	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	66.0891089108911	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65.8415841584158	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65.5940594059406	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65.3465346534653	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	65.0990099009901	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64.8514851485149	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64.6039603960396	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64.3564356435644	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	64.1089108910891	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63.8613861386139	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63.6138613861386	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63.3663366336634	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	63.1188118811881	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62.8712871287129	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62.6237623762376	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62.3762376237624	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	62.1287128712871	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61.8811881188119	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61.6336633663366	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61.3861386138614	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	61.1386138613861	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	60.8910891089109	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	60.6435643564356	0	0	0	0	400	-750	0	0	0	0
0	0	0	50	0	90	60.3960396039604	0	0	0	0	400	-750	0	0	0	0
